policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1467,National Higher Education Education Reform 21,Early Childhood,Karnataka,2017,Rural Students,Pilot,10.36,"Ministry of Education, Local NGOs",0.343,This policy aims to improve digital access in Early Childhood through public-private partnerships in Karnataka.,Increase reach by 27% in 1 years.,This policy aims to improve digital access in Early Childhood through public-private partnerships in Karnataka. Goals: Increase reach by 27% in 1 years.
P1468,State Higher Education Education Reform 68,Primary,Rajasthan,2018,All,Implemented,3.19,"State Education Department, Private Partners",0.584,This policy aims to improve teacher quality in Primary through public-private partnerships in Rajasthan.,Increase reach by 24% in 3 years.,This policy aims to improve teacher quality in Primary through public-private partnerships in Rajasthan. Goals: Increase reach by 24% in 3 years.
P1469,District Higher Education Education Reform 13,Early Childhood,Punjab,2020,All,Implemented,1.12,"Teachers' Unions, Community Leaders",0.432,This policy aims to improve digital access in Early Childhood through curriculum reform in Punjab.,Increase reach by 26% in 2 years.,This policy aims to improve digital access in Early Childhood through curriculum reform in Punjab. Goals: Increase reach by 26% in 2 years.
P1470,National Secondary Education Reform 20,Early Childhood,Uttar Pradesh,2018,All,Proposed,0.28,"Ministry of Education, Local NGOs",0.204,This policy aims to improve infrastructure in Early Childhood through grants to schools in Uttar Pradesh.,Increase reach by 35% in 3 years.,This policy aims to improve infrastructure in Early Childhood through grants to schools in Uttar Pradesh. Goals: Increase reach by 35% in 3 years.
P1471,State Higher Education Education Reform 18,Vocational,Punjab,2023,All,Under Review,15.65,"Ministry of Education, Local NGOs",0.763,This policy aims to improve learning outcomes in Vocational through teacher training programs in Punjab.,Increase reach by 13% in 2 years.,This policy aims to improve learning outcomes in Vocational through teacher training programs in Punjab. Goals: Increase reach by 13% in 2 years.
P1472,District Secondary Education Reform 40,Secondary,Uttar Pradesh,2017,Students,Pilot,0.85,"Central Government, Donors",0.774,This policy aims to improve learning outcomes in Secondary through teacher training programs in Uttar Pradesh.,Increase reach by 11% in 1 years.,This policy aims to improve learning outcomes in Secondary through teacher training programs in Uttar Pradesh. Goals: Increase reach by 11% in 1 years.
P1473,District Early Childhood Education Reform 76,Primary,Gujarat,2016,Rural Students,Proposed,1.86,"Ministry of Education, Local NGOs",0.772,This policy aims to improve learning outcomes in Primary through scholarship schemes in Gujarat.,Increase reach by 18% in 5 years.,This policy aims to improve learning outcomes in Primary through scholarship schemes in Gujarat. Goals: Increase reach by 18% in 5 years.
P1474,National Secondary Education Reform 86,Higher Education,Karnataka,2016,Teachers,Under Review,48.18,"EdTech Companies, Universities",0.795,This policy aims to improve early childhood development in Higher Education through teacher training programs in Karnataka.,Increase reach by 37% in 5 years.,This policy aims to improve early childhood development in Higher Education through teacher training programs in Karnataka. Goals: Increase reach by 37% in 5 years.
P1475,National Primary Education Reform 75,Primary,Rajasthan,2018,Disadvantaged Groups,Implemented,33.74,"EdTech Companies, Universities",0.104,This policy aims to improve vocational skills in Primary through grants to schools in Rajasthan.,Increase reach by 18% in 5 years.,This policy aims to improve vocational skills in Primary through grants to schools in Rajasthan. Goals: Increase reach by 18% in 5 years.
P1476,District Vocational Education Reform 47,Early Childhood,Tamil Nadu,2022,Disadvantaged Groups,Proposed,17.52,"Central Government, Donors",0.477,This policy aims to improve early childhood development in Early Childhood through teacher training programs in Tamil Nadu.,Increase reach by 31% in 1 years.,This policy aims to improve early childhood development in Early Childhood through teacher training programs in Tamil Nadu. Goals: Increase reach by 31% in 1 years.
P1477,State Primary Education Reform 60,Primary,Rajasthan,2017,Urban Students,Under Review,64.57,"Ministry of Education, Local NGOs",0.173,This policy aims to improve digital access in Primary through grants to schools in Rajasthan.,Increase reach by 29% in 3 years.,This policy aims to improve digital access in Primary through grants to schools in Rajasthan. Goals: Increase reach by 29% in 3 years.
P1478,State Early Childhood Education Reform 95,Higher Education,Gujarat,2018,Women,Pilot,98.8,"Central Government, Donors",0.268,This policy aims to improve learning outcomes in Higher Education through curriculum reform in Gujarat.,Increase reach by 28% in 2 years.,This policy aims to improve learning outcomes in Higher Education through curriculum reform in Gujarat. Goals: Increase reach by 28% in 2 years.
P1479,National Vocational Education Reform 87,Primary,West Bengal,2022,Women,Proposed,1.15,"Central Government, Donors",0.719,This policy aims to improve learning outcomes in Primary through public-private partnerships in West Bengal.,Increase reach by 15% in 1 years.,This policy aims to improve learning outcomes in Primary through public-private partnerships in West Bengal. Goals: Increase reach by 15% in 1 years.
P1480,State Secondary Education Reform 44,Secondary,Punjab,2021,Students,Implemented,0.39,"Teachers' Unions, Community Leaders",0.781,This policy aims to improve early childhood development in Secondary through scholarship schemes in Punjab.,Increase reach by 22% in 4 years.,This policy aims to improve early childhood development in Secondary through scholarship schemes in Punjab. Goals: Increase reach by 22% in 4 years.
P1481,State Vocational Education Reform 86,Early Childhood,West Bengal,2022,Women,Under Review,16.52,"Ministry of Education, Local NGOs",0.209,This policy aims to improve digital access in Early Childhood through curriculum reform in West Bengal.,Increase reach by 19% in 2 years.,This policy aims to improve digital access in Early Childhood through curriculum reform in West Bengal. Goals: Increase reach by 19% in 2 years.
P1482,National Primary Education Reform 95,Primary,Maharashtra,2022,Disadvantaged Groups,Proposed,10.74,"Teachers' Unions, Community Leaders",0.236,This policy aims to improve early childhood development in Primary through scholarship schemes in Maharashtra.,Increase reach by 11% in 1 years.,This policy aims to improve early childhood development in Primary through scholarship schemes in Maharashtra. Goals: Increase reach by 11% in 1 years.
P1483,District Early Childhood Education Reform 99,Vocational,Gujarat,2018,Rural Students,Pilot,0.3,"EdTech Companies, Universities",0.406,This policy aims to improve early childhood development in Vocational through scholarship schemes in Gujarat.,Increase reach by 6% in 1 years.,This policy aims to improve early childhood development in Vocational through scholarship schemes in Gujarat. Goals: Increase reach by 6% in 1 years.
P1484,State Primary Education Reform 50,Vocational,Kerala,2021,Urban Students,Pilot,0.65,"EdTech Companies, Universities",0.687,This policy aims to improve teacher quality in Vocational through public-private partnerships in Kerala.,Increase reach by 15% in 4 years.,This policy aims to improve teacher quality in Vocational through public-private partnerships in Kerala. Goals: Increase reach by 15% in 4 years.
P1485,State Secondary Education Reform 40,Vocational,Gujarat,2016,Women,Pilot,0.29,"State Education Department, Private Partners",0.551,This policy aims to improve digital access in Vocational through digital device distribution in Gujarat.,Increase reach by 36% in 5 years.,This policy aims to improve digital access in Vocational through digital device distribution in Gujarat. Goals: Increase reach by 36% in 5 years.
P1486,State Early Childhood Education Reform 87,Higher Education,Delhi,2020,Students,Proposed,1.08,"Teachers' Unions, Community Leaders",0.411,This policy aims to improve vocational skills in Higher Education through scholarship schemes in Delhi.,Increase reach by 6% in 3 years.,This policy aims to improve vocational skills in Higher Education through scholarship schemes in Delhi. Goals: Increase reach by 6% in 3 years.
P1487,State Primary Education Reform 55,Higher Education,Kerala,2021,Rural Students,Proposed,8.71,"Teachers' Unions, Community Leaders",0.627,This policy aims to improve vocational skills in Higher Education through grants to schools in Kerala.,Increase reach by 24% in 1 years.,This policy aims to improve vocational skills in Higher Education through grants to schools in Kerala. Goals: Increase reach by 24% in 1 years.
P1488,State Secondary Education Reform 3,Early Childhood,Kerala,2015,Urban Students,Pilot,0.21,"Central Government, Donors",0.623,This policy aims to improve teacher quality in Early Childhood through curriculum reform in Kerala.,Increase reach by 29% in 3 years.,This policy aims to improve teacher quality in Early Childhood through curriculum reform in Kerala. Goals: Increase reach by 29% in 3 years.
P1489,District Primary Education Reform 63,Primary,Uttar Pradesh,2020,Urban Students,Under Review,14.22,"Teachers' Unions, Community Leaders",0.963,This policy aims to improve infrastructure in Primary through curriculum reform in Uttar Pradesh.,Increase reach by 9% in 5 years.,This policy aims to improve infrastructure in Primary through curriculum reform in Uttar Pradesh. Goals: Increase reach by 9% in 5 years.
